module	declaration	kind	visibility	destination	disposition
NumStability.Algorithms.HighamChapter10	NumStability.higham10_28_relativeDiagonalStopCriterion	definition	public	NumStability.Source.Higham.Chapter10.Section03.PositiveSemidefinite.Endpoints	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_29_S_mulVec_cons0	theorem	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Endpoints	relocated
NumStability.Algorithms.Cholesky.Higham1029Source	NumStability.higham10_29_absLUProduct	definition	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Equation29	relocated
NumStability.Algorithms.Cholesky.Higham1029Source	NumStability.higham10_29_absLUProduct_firstStep	theorem	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Equation29	relocated
NumStability.Algorithms.Cholesky.Higham1029Source	NumStability.higham10_29_absLUProduct_firstStep_frobNorm_le	theorem	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Equation29	relocated
NumStability.Algorithms.Cholesky.Higham1029Source	NumStability.higham10_29_finiteMaxEigenvalue_gram_conj_nonneg	theorem	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Equation29	relocated
NumStability.Algorithms.Cholesky.Higham1029Source	NumStability.higham10_29_firstRank_frob_le	theorem	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Equation29	relocated
NumStability.Algorithms.Cholesky.Higham1029Source	NumStability.higham10_29_gram_eq_sourceMatrix	theorem	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Equation29	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_29_luFirstSchurComplement_isNonsymPosDef	theorem	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Endpoints	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_29_luSchur_mulVec	theorem	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Endpoints	relocated
NumStability.Algorithms.Cholesky.Higham1029Source	NumStability.higham10_29_lu_growth_aux	theorem	public	NumStability.Algorithms.Cholesky.Higham1029Source	retained
NumStability.Algorithms.Cholesky.Higham1029Source	NumStability.higham10_29_lu_growth_bound_gram	theorem	public	NumStability.Algorithms.Cholesky.Higham1029Source	retained
NumStability.Algorithms.Cholesky.Higham1029Source	NumStability.higham10_29_nonsymPosDef_det_ne_zero	theorem	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Equation29	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_29_nonsymPosDef_iff_symPartSPD	theorem	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Endpoints	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_29_nonsym_pd_lu_growth_bound	theorem	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Endpoints	relocated
NumStability.Algorithms.Cholesky.Higham1029Source	NumStability.higham10_29_quadForm_action_eq	theorem	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Equation29	relocated
NumStability.Algorithms.Cholesky.Higham1029Source	NumStability.higham10_29_rowGram_eq_colGram	theorem	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Equation29	relocated
NumStability.Algorithms.Cholesky.Higham1029Source	NumStability.higham10_29_sourceMatrix	definition	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Equation29	relocated
NumStability.Algorithms.Cholesky.Higham1029Source	NumStability.higham10_29_sourceMatrix_isSymm	theorem	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Equation29	relocated
NumStability.Algorithms.Cholesky.Higham1029Source	NumStability.higham10_29_source_lu_growth_bound	theorem	public	NumStability.Algorithms.Cholesky.Higham1029Source	retained
NumStability.Algorithms.Cholesky.HighamMathiasSource	NumStability.higham10_29_source_lu_growth_bound_opNorm2	theorem	public	NumStability.Algorithms.Cholesky.HighamMathiasSource	retained
NumStability.Algorithms.HighamChapter10	NumStability.higham10_29_stage_operator_le	theorem	public	NumStability.Algorithms.HighamChapter10	retained
NumStability.Algorithms.HighamChapter10	NumStability.higham10_29_stage_operator_le_exists	theorem	public	NumStability.Algorithms.HighamChapter10	retained
NumStability.Algorithms.HighamChapter10	NumStability.higham10_29_stage_quadForm_le	theorem	public	NumStability.Algorithms.HighamChapter10	retained
NumStability.Algorithms.HighamChapter10	NumStability.higham10_29_symPart_luSchur_eq	theorem	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Endpoints	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_29_symmetric_skew_decomposition	theorem	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Endpoints	relocated
NumStability.Algorithms.Cholesky.Higham1029Source	NumStability.higham10_29_tailPad	definition	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Equation29	relocated
NumStability.Algorithms.Cholesky.Higham1029Source	NumStability.higham10_29_tailPad_frobNorm	theorem	public	NumStability.Source.Higham.Chapter10.Section04.PositiveDefiniteSymmetricPart.Equation29	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_2_CholeskyBackwardError	definition	public	NumStability.Source.Higham.Chapter10.Section02.ErrorAnalysis.Basic	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_ComplexDoolittleState	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_ComplexGERelErrorCertificate	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_SourceGETrace	definition	public	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	retained
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_SourceSchurDiagonalRep	definition	public	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	retained
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_SourceUpperEntryRep	definition	public	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	retained
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_complexDoolittleL	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_complexDoolittleLoopState	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_complexDoolittleStageStep	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_complexDoolittleStageUpdateL	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_complexDoolittleStageUpdateU	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_complexDoolittleU	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_complexGE_backward_error	theorem	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_complexLU_exists_of_leadingPrincipalBlock_det_ne_zero	theorem	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_30_complexPositiveDefiniteForm	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.Endpoints	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_complexPositiveDefinite_GE_backward_error_source	theorem	public	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	retained
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_complexPositiveDefinite_exists_noPivotLU	theorem	public	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	retained
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_complexPositiveDefinite_exists_noPivotLU_growth_lt_three	theorem	public	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	retained
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_complexPositiveDefinite_growth_lt_three	theorem	public	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	retained
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_complexPositiveDefinite_sourceGETrace	theorem	public	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	retained
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_complexQuadForm	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_complexQuadForm_im	theorem	public	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	retained
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_complexQuadForm_re	theorem	public	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	retained
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_complex_entry_norm_le_max_diagonal	theorem	public	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	retained
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_det_ne_zero_of_real_spd	theorem	public	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	retained
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_flComplexDoolittleLEntry	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_flComplexDoolittleLNumerator	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_flComplexDoolittleUEntry	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_leadingComplexBlock_det_ne_zero	theorem	public	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	retained
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_leadingRealBlock	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_leadingRealBlock_spd	theorem	public	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	retained
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_literalComplexGE_gamma_n_certificate_source_discrepancy	theorem	public	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	retained
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_realQuadForm	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_relaxedCounterB	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_relaxedCounterB_spd	theorem	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_relaxedCounterC	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_relaxedCounterC_symmetric	theorem	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_relaxedCounterL	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_relaxedCounterU	definition	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_relaxedCounter_exact_lu	theorem	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_relaxedCounter_growth_gt_three	theorem	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_relaxedCounter_input_max_eq_four	theorem	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_relaxedCounter_upper_max_eq_seventeen	theorem	public	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.SourceClosure	relocated
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_source_schur_diagonal_growth_sq_lt_nine	theorem	public	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	retained
NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	NumStability.higham10_30_source_schur_diagonal_norm_lt_three	theorem	public	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	retained
NumStability.Algorithms.HighamChapter10	NumStability.higham10_3_cholesky_backward_error	theorem	public	NumStability.Source.Higham.Chapter10.Section02.ErrorAnalysis.Basic	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_3_fl_cholesky_backward_error	theorem	public	NumStability.Algorithms.HighamChapter10	retained
NumStability.Algorithms.HighamChapter10	NumStability.higham10_3_fl_cholesky_certificate	theorem	public	NumStability.Algorithms.HighamChapter10	retained
NumStability.Algorithms.HighamChapter10	NumStability.higham10_4_IsNonsymPosDef	definition	public	NumStability.Source.Higham.Chapter10.Section02.ErrorAnalysis.Basic	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_4_cholesky_solve_backward_error	theorem	public	NumStability.Source.Higham.Chapter10.Section02.ErrorAnalysis.Basic	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_4_fl_cholesky_solve_backward_error	theorem	public	NumStability.Algorithms.HighamChapter10	retained
NumStability.Algorithms.HighamChapter10	NumStability.higham10_4_nonsym_pd_ge_positive_pivots	theorem	public	NumStability.Source.Higham.Chapter10.Section02.ErrorAnalysis.Basic	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_4_nonsym_pd_leading_principal	theorem	public	NumStability.Algorithms.HighamChapter10	retained
NumStability.Algorithms.HighamChapter10	NumStability.higham10_4_nonsym_pd_mulVec_ne_zero	theorem	public	NumStability.Source.Higham.Chapter10.Section02.ErrorAnalysis.Basic	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_5_demmel_bound	theorem	public	NumStability.Source.Higham.Chapter10.Section02.ErrorAnalysis.Basic	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_5_demmel_bound_colNorm	theorem	public	NumStability.Source.Higham.Chapter10.Section02.ErrorAnalysis.Basic	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_5_fl_cholesky_demmel_bound	theorem	public	NumStability.Algorithms.HighamChapter10	retained
NumStability.Algorithms.Ch10ActualSourceClosure	NumStability.higham10_6_actual_source_closed	theorem	public	NumStability.Algorithms.Ch10ActualSourceClosure	retained
NumStability.Algorithms.HighamChapter10	NumStability.higham10_6_fl_scaled_forward_error	theorem	public	NumStability.Source.Higham.Chapter10.Theorem06.RoundedCholesky.Endpoints	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_6_fl_scaled_forward_error_source	theorem	public	NumStability.Source.Higham.Chapter10.Theorem06.RoundedCholesky.Endpoints	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_6_perturbed_solve_forward_error	theorem	public	NumStability.Source.Higham.Chapter10.Theorem06.RoundedCholesky.Endpoints	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_6_scaled_forward_error	theorem	public	NumStability.Source.Higham.Chapter10.Theorem06.RoundedCholesky.Endpoints	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_6_scaled_forward_error_assembled	theorem	public	NumStability.Source.Higham.Chapter10.Theorem06.RoundedCholesky.Endpoints	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_7_absRT_absR_opNorm2Le	theorem	public	NumStability.Source.Higham.Chapter10.Equation07.AbsoluteFactorNorm.Endpoints	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_7_failure_condition	theorem	public	NumStability.Source.Higham.Chapter10.Theorem07.FailureVacuity.Endpoints	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_7_failure_no_factorization	theorem	public	NumStability.Source.Higham.Chapter10.Theorem07.FailureVacuity.Endpoints	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_7_failure_no_factorization_min_eig	theorem	public	NumStability.Source.Higham.Chapter10.Theorem07.FailureVacuity.Endpoints	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_7_failure_no_factorization_spectral	theorem	public	NumStability.Source.Higham.Chapter10.Theorem07.FailureVacuity.Endpoints	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_7_fl_cholesky_success	theorem	public	NumStability.Algorithms.HighamChapter10	retained
NumStability.Algorithms.HighamChapter10	NumStability.higham10_7_fl_cholesky_success_sharp	theorem	public	NumStability.Algorithms.HighamChapter10	retained
NumStability.Algorithms.HighamChapter10	NumStability.higham10_7_normwise_backward_error	theorem	public	NumStability.Source.Higham.Chapter10.Theorem07.FailureVacuity.Endpoints	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_7_normwise_backward_error_selfbound	theorem	public	NumStability.Source.Higham.Chapter10.Theorem07.FailureVacuity.Endpoints	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_7_onesMatrix_opNorm2Le	theorem	public	NumStability.Analysis.MatrixNorms.EntrywiseAbsolute.Basic	relocated
NumStability.Algorithms.Ch10Theorem107FailureVacuity	NumStability.higham10_7_printed_failure_antecedent_impossible	theorem	public	NumStability.Source.Higham.Chapter10.Theorem07.FailureVacuity.Vacuity	relocated
NumStability.Algorithms.Ch10Theorem107FailureVacuity	NumStability.higham10_7_printed_scaled_minEigenvalue_pos	theorem	public	NumStability.Source.Higham.Chapter10.Theorem07.FailureVacuity.Vacuity	relocated
NumStability.Algorithms.Ch10Theorem107FailureVacuity	NumStability.higham10_7_scaled_matrix_spd_of_diag_congruence	theorem	public	NumStability.Source.Higham.Chapter10.Theorem07.FailureVacuity.Vacuity	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_7_success_condition	theorem	public	NumStability.Source.Higham.Chapter10.Theorem07.FailureVacuity.Endpoints	relocated
NumStability.Algorithms.HighamChapter10	NumStability.higham10_7_success_factorization	theorem	public	NumStability.Algorithms.HighamChapter10	retained
NumStability.Algorithms.HighamChapter10	NumStability.higham10_7_success_factorization_min_eig	theorem	public	NumStability.Algorithms.HighamChapter10	retained
NumStability.Algorithms.HighamChapter10	NumStability.higham10_7_success_factorization_spectral	theorem	public	NumStability.Algorithms.HighamChapter10	retained
NumStability.Algorithms.Ch10Theorem108Componentwise	NumStability.higham10_8_Gtilde	definition	public	NumStability.Source.Higham.Chapter10.Theorem08.ComponentwisePerturbation.Resolvent	relocated
NumStability.Algorithms.Ch10Theorem108Componentwise	NumStability.higham10_8_Gtilde_symmetric	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.ComponentwisePerturbation.Resolvent	relocated
NumStability.Algorithms.Ch10Theorem108Componentwise	NumStability.higham10_8_componentwiseEnvelope	definition	public	NumStability.Source.Higham.Chapter10.Theorem08.ComponentwisePerturbation.Resolvent	relocated
NumStability.Algorithms.Ch10Theorem108Componentwise	NumStability.higham10_8_componentwise_source	theorem	public	NumStability.Algorithms.Ch10Theorem108Componentwise	retained
NumStability.Algorithms.Ch10Theorem108Componentwise	NumStability.higham10_8_componentwise_source_nonsingInv	theorem	public	NumStability.Algorithms.Ch10Theorem108Componentwise	retained
NumStability.Algorithms.Ch10Theorem108Componentwise	NumStability.higham10_8_componentwise_source_of_normalized_certificate	theorem	public	NumStability.Algorithms.Ch10Theorem108Componentwise	retained
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterA	definition	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterA_inverse	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterA_isSymPosDef	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterA_opNorm2	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterAinv	definition	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterAinv_opNorm2	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterAplus	definition	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterAplus_eq	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterDeltaA	definition	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterDeltaA_frobNorm	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterDeltaA_frobNormSq	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterDeltaA_opNorm2	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterDeltaA_symmetric	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterR	definition	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterR_cholesky	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterR_opNorm2	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterRhat	definition	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterRhat_cholesky	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counterRhat_unique	theorem	public	NumStability.Algorithms.Ch10Theorem108Source	retained
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counter_kappa_mul_epsilon_gt_one	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counter_product	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counter_sourceEpsilon	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counter_sourceKappa2	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counter_sourceNormwiseRHS_neg	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_counter_sourceSmallness	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Componentwise	NumStability.higham10_8_normalized_componentwise_resolvent	theorem	public	NumStability.Algorithms.Ch10Theorem108Componentwise	retained
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_printed_normwise_p2_factor_source_discrepancy	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_printed_normwise_p2_source_discrepancy	theorem	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
NumStability.Algorithms.Ch10Theorem108Source	NumStability.higham10_8_sourceEpsilon	definition	public	NumStability.Source.Higham.Chapter10.Theorem08.NormwiseDiscrepancy.LiteralSource	relocated
