format	1
NumStability.Ch11Closure.Aasen118Reduced.higham11_8_aasen_normwise_backward_error_of_reduced	NumStability.Algorithms.Cholesky.Aasen118ReducedCh11Closure	NumStability.Source.Higham.Chapter11.Section02.Aasen.ReducedResidual	theorem	public
NumStability.higham11_7_tridiagonalPathStartOffsets_succ_lt	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPathStartOffsets_tail	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPathStartOffsets_unique	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPathTailDim	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonalPathTailDim_head	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPathTailDim_last_eq_zero	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPathTailDim_succ	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_all_one_of_no_secondPivot	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_complement_eq_secondPivot	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_complement_full_solve_rows_of_all_one	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_complement_full_solve_rows_of_no_secondPivot	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_finLast_ne_zero	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_firstTrailingIndex_rows_of_one_two	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_forall_of_firstTrailingIndex_and_complement	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_forall_of_firstTrailingIndex_zero_and_complement	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_forall_of_nonfinal_firstTrailingIndex_last_and_complement	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_forall_of_nonfinal_firstTrailingIndex_last_zero_and_complement	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_forall_of_one_two_nonfinal_firstTrailingIndex_last_and_complement	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_forall_of_one_two_nonfinal_firstTrailingIndex_last_zero_and_complement	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_forall_of_one_two_nonfinal_firstTrailingIndex_last_zero_secondPivot	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_forall_of_zero_firstTrailingIndex_secondPivot	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_global_base_solve_of_pivotSpan_succ_eq	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_local_index_lt_pivotSpan_succ	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_no_secondPivot_iff_all_one	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_no_secondPivot_of_all_one	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_nonfinal_firstTrailingIndex_rows_of_one_two	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_row_eq_zero_or_firstTrailingIndex_or_secondPivot	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_solve_rows_of_firstTrailingIndex_rows_and_complement	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_solve_rows_of_one_two_nonfinal_firstTrailingIndex_last_zero_and_complement	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_solve_rows_of_one_two_nonfinal_firstTrailingIndex_last_zero_secondPivot	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_solve_rows_of_zero_firstTrailingIndex_secondPivot	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_zero_ne_finLast	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_zero_ne_firstTrailingIndex	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalPath_zero_ne_secondPivotIndex_two	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalRecursiveTailZeroResidual	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalRecursiveTailZeroResidual_infNorm	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalRowDot_eq_localBlock_rowDot_of_zero_outside	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalTwoByTwoFirstTrailingIndex	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonalTwoByTwoFirstTrailingIndex_val	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalTwoByTwoLiftTrailingPerturbation	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonalTwoByTwoLiftTrailingPerturbation_bound_leadingBlockSupport	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalTwoByTwoLiftTrailingPerturbation_bound_support	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalTwoByTwoLiftTrailingPerturbation_leadingBlockSupport	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalTwoByTwoSecondPivotIndex	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonalTwoByTwoTrailingBlockSupport_add_bound	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalTwoByTwoTrailingBlockSupport_iff_leadingBlockSupport	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalTwoByTwoTrailingSubproblemIndex	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonalTwoByTwoTrailingSubproblemIndex_injective	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalTwoByTwoTrailingSubproblemIndex_val	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonalTwoByTwoTrailingSubproblemIndex_zero	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonal_backward_error_interface	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_local_solve_rows	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_local_solve_rows_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_all_one	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_all_one_global_base_solve	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_all_one_global_base_solve_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_all_one_length_global_base_solve	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_all_one_length_global_base_solve_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_all_one_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_initial_secondPivot_base_rows	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_initial_secondPivot_base_rows_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_initial_secondPivot_global_base_solve	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_initial_secondPivot_global_base_solve_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_no_secondPivot	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_no_secondPivot_global_base_solve	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_no_secondPivot_global_base_solve_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_no_secondPivot_length_global_base_solve	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_no_secondPivot_length_global_base_solve_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_no_secondPivot_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	theorem	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_after_earlier_branch_end	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_after_earlier_branch_end_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_after_nonadjacent_earlier_branch_end	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_after_nonadjacent_earlier_branch_end_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_branch_support_reaches_branch_end	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_branch_support_reaches_branch_end_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_currentLocalBlock_and_after_earlier_branch_end	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_currentLocalBlock_and_after_earlier_branch_end_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_currentLocalBlock_and_after_nonadjacent_earlier_branch_end	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_currentLocalBlock_and_after_nonadjacent_earlier_branch_end_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_currentLocalBlock_length_le_two	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_currentLocalBlock_length_le_two_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_deepLeadingBlockSupport	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_deepLeadingBlockSupport_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_each_earlier_zero	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_each_earlier_zero_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_earlier_full_row_zero	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_earlier_full_row_zero_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_isSymTridiagonal	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_isSymTridiagonal_and_after_earlier_branch_end	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_isSymTridiagonal_and_after_earlier_branch_end_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_isSymTridiagonal_and_after_nonadjacent_earlier_branch_end	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_isSymTridiagonal_and_after_nonadjacent_earlier_branch_end_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_isSymTridiagonal_and_branch_support_reaches_branch_end	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_isSymTridiagonal_and_branch_support_reaches_branch_end_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_isSymTridiagonal_and_currentLocalBlock_and_after_earlier_branch_end	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_isSymTridiagonal_and_currentLocalBlock_and_after_earlier_branch_end_of_length_cap	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
NumStability.higham11_7_tridiagonal_backward_error_interface_of_concrete_path_init_localAssumptions_last_terminal_prefix_lifted_sum_zero_offset_of_residual_witnesses_coeff_norm_of_endpoint_terminal_base_secondPivot_branchMatrix_base_rows_of_isSymTridiagonal_and_currentLocalBlock_and_after_nonadjacent_earlier_branch_end	NumStability.Algorithms.HighamChapter11	NumStability.Source.Higham.Chapter11.Section01.Tridiagonal.Core	definition	public
