module	path	wave_id	lane_id	inventory_source	frozen_proposed_tier	frozen_proposed_family	review_status
NumStability.Algorithms.TestMatrices.Higham28OrthogonalSphere	NumStability/Algorithms/TestMatrices/Higham28OrthogonalSphere.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28Pascal	NumStability/Algorithms/TestMatrices/Higham28Pascal.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28PascalCondition	NumStability/Algorithms/TestMatrices/Higham28PascalCondition.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability/Algorithms/TestMatrices/Higham28PascalDualFlag.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28PascalOscillation	NumStability/Algorithms/TestMatrices/Higham28PascalOscillation.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability/Algorithms/TestMatrices/Higham28PascalOscillationCore.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28PascalOscillationExact	NumStability/Algorithms/TestMatrices/Higham28PascalOscillationExact.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability/Algorithms/TestMatrices/Higham28PascalSpectral.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	NumStability/Algorithms/TestMatrices/Higham28PascalTotalPositivity.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28Probability	NumStability/Algorithms/TestMatrices/Higham28Probability.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28RandsvdNorm	NumStability/Algorithms/TestMatrices/Higham28RandsvdNorm.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28ReciprocalSPD	NumStability/Algorithms/TestMatrices/Higham28ReciprocalSPD.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28ShiftedHilbert	NumStability/Algorithms/TestMatrices/Higham28ShiftedHilbert.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability/Algorithms/TestMatrices/Higham28Stewart.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28StewartHaar	NumStability/Algorithms/TestMatrices/Higham28StewartHaar.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	NumStability/Algorithms/TestMatrices/Higham28StewartRawFiber.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability/Algorithms/TestMatrices/Higham28StewartRecursion.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28ToeplitzCondition	NumStability/Algorithms/TestMatrices/Higham28ToeplitzCondition.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28ToeplitzGeneral	NumStability/Algorithms/TestMatrices/Higham28ToeplitzGeneral.lean	W09	local-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability/Algorithms/TestMatrices/Higham28ToeplitzSpectrum.lean	W09	local-lane	frozen-proposal	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TreeDotProduct	NumStability/Algorithms/TreeDotProduct.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Algorithms.TreeDotProduct	frozen_proposal_requires_refresh
NumStability.Algorithms.TriangularArbitraryOrder	NumStability/Algorithms/TriangularArbitraryOrder.lean	W02	remote-lane	frozen-proposal	mixed_pending_split	NumStability.Algorithms.LinearSystems.Triangular + NumStability.Source.Higham.Chapter08	frozen_proposal_requires_refresh
NumStability.Algorithms.TriangularNoGuard	NumStability/Algorithms/TriangularNoGuard.lean	W02	remote-lane	frozen-proposal	mixed_pending_split	NumStability.Algorithms.LinearSystems.Triangular + NumStability.Source.Higham.Chapter08	frozen_proposal_requires_refresh
NumStability.Algorithms.Underdetermined.Higham21	NumStability/Algorithms/Underdetermined/Higham21.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21Attainability	NumStability/Algorithms/Underdetermined/Higham21Attainability.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability/Algorithms/Underdetermined/Higham21Eq21_11Uniform.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21Eq21_8	NumStability/Algorithms/Underdetermined/Higham21Eq21_8.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21Eq21_9	NumStability/Algorithms/Underdetermined/Higham21Eq21_9.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21Equation21_11	NumStability/Algorithms/Underdetermined/Higham21Equation21_11.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21Equation21_11Scalar	NumStability/Algorithms/Underdetermined/Higham21Equation21_11Scalar.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21Givens	NumStability/Algorithms/Underdetermined/Higham21Givens.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability/Algorithms/Underdetermined/Higham21GivensClosure.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21GivensRounded	NumStability/Algorithms/Underdetermined/Higham21GivensRounded.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability/Algorithms/Underdetermined/Higham21MGS.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability/Algorithms/Underdetermined/Higham21MGSRounded.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21Perturbation	NumStability/Algorithms/Underdetermined/Higham21Perturbation.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21PerturbationRadius	NumStability/Algorithms/Underdetermined/Higham21PerturbationRadius.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21ProjectorNorm	NumStability/Algorithms/Underdetermined/Higham21ProjectorNorm.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21QRFoundations	NumStability/Algorithms/Underdetermined/Higham21QRFoundations.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21RankStability	NumStability/Algorithms/Underdetermined/Higham21RankStability.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21SNEActualOutput	NumStability/Algorithms/Underdetermined/Higham21SNEActualOutput.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability/Algorithms/Underdetermined/Higham21SNEClosure.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability/Algorithms/Underdetermined/Higham21SNEConditionTransfer.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21SNEEnvelopeTransfer	NumStability/Algorithms/Underdetermined/Higham21SNEEnvelopeTransfer.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21SNEForward	NumStability/Algorithms/Underdetermined/Higham21SNEForward.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21SNEQRMajorant	NumStability/Algorithms/Underdetermined/Higham21SNEQRMajorant.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21SNERemainderBounds	NumStability/Algorithms/Underdetermined/Higham21SNERemainderBounds.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21SNESigned	NumStability/Algorithms/Underdetermined/Higham21SNESigned.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability/Algorithms/Underdetermined/Higham21SNEUniform.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21Theorem214SourceClosure	NumStability/Algorithms/Underdetermined/Higham21Theorem214SourceClosure.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability/Algorithms/Underdetermined/UnderdeterminedSolve.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability/Algorithms/Underdetermined/UnderdeterminedSpec.lean	W04	remote-lane	preserved-ch21	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.WilkinsonAttainability	NumStability/Algorithms/WilkinsonAttainability.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Review	frozen_proposal_requires_refresh
NumStability.Analysis.Accumulation	NumStability/Analysis/Accumulation.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter01	frozen_proposal_requires_refresh
NumStability.Analysis.AccuracyTests	NumStability/Analysis/AccuracyTests.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter01	frozen_proposal_requires_refresh
NumStability.Analysis.AlternativeNumberSystems	NumStability/Analysis/AlternativeNumberSystems.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.AlternativeNumberSystems.AlternativeNumberSystems	frozen_proposal_requires_refresh
NumStability.Analysis.BeneficialRounding	NumStability/Analysis/BeneficialRounding.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.BeneficialRounding.BeneficialRounding	frozen_proposal_requires_refresh
NumStability.Analysis.BergerGeneral	NumStability/Analysis/BergerGeneral.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.BergerInequality	NumStability/Analysis/BergerInequality.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.BergerResolvent	NumStability/Analysis/BergerResolvent.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.BrentBaseOptimality	NumStability/Analysis/BrentBaseOptimality.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.BrentBaseOptimality.BrentBaseOptimality	frozen_proposal_requires_refresh
NumStability.Analysis.CStarMatrixBridge	NumStability/Analysis/CStarMatrixBridge.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.CStarMatrixExpectation	NumStability/Analysis/CStarMatrixExpectation.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.CStarMatrixTrace	NumStability/Analysis/CStarMatrixTrace.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.CalculatorWords	NumStability/Analysis/CalculatorWords.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter01	frozen_proposal_requires_refresh
NumStability.Analysis.CancellationOfRoundingErrors	NumStability/Analysis/CancellationOfRoundingErrors.lean	W01	local-lane	frozen-proposal	mixed_pending_split	NumStability.Analysis + NumStability.Source.Higham	frozen_proposal_requires_refresh
NumStability.Analysis.Chopping	NumStability/Analysis/Chopping.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.Chopping.Chopping	frozen_proposal_requires_refresh
NumStability.Analysis.ComplexArithmetic	NumStability/Analysis/ComplexArithmetic.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.ComplexArithmetic.ComplexArithmetic	frozen_proposal_requires_refresh
NumStability.Analysis.ComplexSqrt	NumStability/Analysis/ComplexSqrt.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.ComplexSqrt.ComplexSqrt	frozen_proposal_requires_refresh
NumStability.Analysis.ConditionEstimatorLowerBound	NumStability/Analysis/ConditionEstimatorLowerBound.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.ConditionEstimatorLowerBound.ConditionEstimatorLowerBound	frozen_proposal_requires_refresh
NumStability.Analysis.Counting	NumStability/Analysis/Counting.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter01	frozen_proposal_requires_refresh
NumStability.Analysis.CramersRule	NumStability/Analysis/CramersRule.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.CramersRule.CramersRule	semantic_review_required
NumStability.Analysis.DoubleRounding	NumStability/Analysis/DoubleRounding.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.DoubleRounding.DoubleRounding	semantic_review_required
NumStability.Analysis.DunfordResidue	NumStability/Analysis/DunfordResidue.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.Error	NumStability/Analysis/Error.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.Error.Error	semantic_review_required
NumStability.Analysis.FiniteProbability	NumStability/Analysis/FiniteProbability.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.FiniteProbability.FiniteProbability	frozen_proposal_requires_refresh
NumStability.Analysis.FirstOrderFramework	NumStability/Analysis/FirstOrderFramework.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.FirstOrderFramework.FirstOrderFramework	frozen_proposal_requires_refresh
NumStability.Analysis.FloatingPointArithmetic	NumStability/Analysis/FloatingPointArithmetic.lean	W01	local-lane	frozen-proposal	mixed_pending_split	NumStability.Analysis + NumStability.Source.Higham	frozen_proposal_requires_refresh
NumStability.Analysis.FusedMultiplyAdd	NumStability/Analysis/FusedMultiplyAdd.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.FusedMultiplyAdd.FusedMultiplyAdd	semantic_review_required
NumStability.Analysis.HenriciExtremal	NumStability/Analysis/HenriciExtremal.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.HenriciSharpConstant	NumStability/Analysis/HenriciSharpConstant.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.HenriciSharpConstantExact	NumStability/Analysis/HenriciSharpConstantExact.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.Heron	NumStability/Analysis/Heron.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.Heron.Heron	frozen_proposal_requires_refresh
NumStability.Analysis.HighamChapter2ElementaryFunctions	NumStability/Analysis/HighamChapter2ElementaryFunctions.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.HighamChapter2FmaDiscriminant	NumStability/Analysis/HighamChapter2FmaDiscriminant.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.HighamChapter2GradualUnderflowExact	NumStability/Analysis/HighamChapter2GradualUnderflowExact.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.HighamChapter2Lindemann	NumStability/Analysis/HighamChapter2Lindemann.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.HighamChapter2Tablemaker	NumStability/Analysis/HighamChapter2Tablemaker.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.HighamChapter7	NumStability/Analysis/HighamChapter7.lean	W02	remote-lane	frozen-proposal	mixed_pending_split	NumStability.Analysis.Conditioning + NumStability.Source.Higham.Chapter07	frozen_proposal_requires_refresh
NumStability.Analysis.HighamChapter7Rectangular	NumStability/Analysis/HighamChapter7Rectangular.lean	W02	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter07	frozen_proposal_requires_refresh
NumStability.Analysis.IncreasingPrecision	NumStability/Analysis/IncreasingPrecision.lean	W01	local-lane	frozen-proposal	mixed_pending_split	NumStability.Analysis + NumStability.Source.Higham	frozen_proposal_requires_refresh
NumStability.Analysis.InstabilityWithoutCancellation	NumStability/Analysis/InstabilityWithoutCancellation.lean	W01	local-lane	frozen-proposal	mixed_pending_split	NumStability.Analysis + NumStability.Source.Higham	frozen_proposal_requires_refresh
NumStability.Analysis.InverseOpNorm2	NumStability/Analysis/InverseOpNorm2.lean	W05	local-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.JordanNormalForm	NumStability/Analysis/JordanNormalForm.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.LiebTrace	NumStability/Analysis/LiebTrace.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixConcentration	NumStability/Analysis/MatrixConcentration.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.MatrixConcentration.MatrixConcentration	frozen_proposal_requires_refresh
NumStability.Analysis.MatrixPowersBaiDemmelGu	NumStability/Analysis/MatrixPowersBaiDemmelGu.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersBaiDemmelGuDistance	NumStability/Analysis/MatrixPowersBaiDemmelGuDistance.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersGautschi	NumStability/Analysis/MatrixPowersGautschi.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersHenrici	NumStability/Analysis/MatrixPowersHenrici.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersHenriciNormal	NumStability/Analysis/MatrixPowersHenriciNormal.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersKreiss	NumStability/Analysis/MatrixPowersKreiss.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersKreissSpijker	NumStability/Analysis/MatrixPowersKreissSpijker.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersLaszlo	NumStability/Analysis/MatrixPowersLaszlo.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersLp185Primary	NumStability/Analysis/MatrixPowersLp185Primary.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersSchur	NumStability/Analysis/MatrixPowersSchur.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersSpijkerClosure	NumStability/Analysis/MatrixPowersSpijkerClosure.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersSpijkerPlanar	NumStability/Analysis/MatrixPowersSpijkerPlanar.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersSpijkerPlanarAnalysis	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersSpijkerRational	NumStability/Analysis/MatrixPowersSpijkerRational.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixSpectral	NumStability/Analysis/MatrixSpectral.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.MatrixSpectral.MatrixSpectral	frozen_proposal_requires_refresh
NumStability.Analysis.Midpoint	NumStability/Analysis/Midpoint.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.Midpoint.Midpoint	semantic_review_required
NumStability.Analysis.Monotonicity	NumStability/Analysis/Monotonicity.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.Monotonicity.Monotonicity	frozen_proposal_requires_refresh
NumStability.Analysis.MullerRecurrence	NumStability/Analysis/MullerRecurrence.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter01	frozen_proposal_requires_refresh
NumStability.Analysis.NearInteger	NumStability/Analysis/NearInteger.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter01	frozen_proposal_requires_refresh
NumStability.Analysis.NilpotentJordanChain	NumStability/Analysis/NilpotentJordanChain.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.Nonassociativity	NumStability/Analysis/Nonassociativity.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.Nonassociativity.Nonassociativity	frozen_proposal_requires_refresh
NumStability.Analysis.NumericalRadius	NumStability/Analysis/NumericalRadius.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.OperatorLog	NumStability/Analysis/OperatorLog.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.Problem2_10	NumStability/Analysis/Problem2_10.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_12	NumStability/Analysis/Problem2_12.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_13	NumStability/Analysis/Problem2_13.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_14	NumStability/Analysis/Problem2_14.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_15_16	NumStability/Analysis/Problem2_15_16.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_17	NumStability/Analysis/Problem2_17.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_18	NumStability/Analysis/Problem2_18.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_19	NumStability/Analysis/Problem2_19.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_20	NumStability/Analysis/Problem2_20.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_23	NumStability/Analysis/Problem2_23.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_24	NumStability/Analysis/Problem2_24.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_25	NumStability/Analysis/Problem2_25.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_26	NumStability/Analysis/Problem2_26.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_27	NumStability/Analysis/Problem2_27.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_3	NumStability/Analysis/Problem2_3.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_5	NumStability/Analysis/Problem2_5.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.Problem2_6	NumStability/Analysis/Problem2_6.lean	W12	remote-lane	frozen-proposal	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.ProblemDependentStability	NumStability/Analysis/ProblemDependentStability.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.ProblemDependentStability.ProblemDependentStability	semantic_review_required
NumStability.Analysis.PseudospectralLowerBound	NumStability/Analysis/PseudospectralLowerBound.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.PseudospectralPowerBound	NumStability/Analysis/PseudospectralPowerBound.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.PseudospectralResolvent	NumStability/Analysis/PseudospectralResolvent.lean	W06	remote-lane	preserved-ch18	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.Quadratic	NumStability/Analysis/Quadratic.lean	W02	remote-lane	frozen-proposal	reusable	NumStability.Analysis.Quadratic.Quadratic	frozen_proposal_requires_refresh
